https://www.michiganlottery.com/resources/number-tools?SELECTED_TOOL=PAST_RESULTS&SELECTED_GAME=6
"Draw Date","Winning Numbers","Drawing Type"
"02/09/2019","14,25,27,30,43,47","DOUBLE PLAY DRAWING"
"02/06/2019","4,5,22,27,29,34","REGULAR DRAWING"
"02/06/2019","5,11,13,18,22,39","DOUBLE PLAY DRAWING"
"02/02/2019","2,16,23,26,39,41","REGULAR DRAWING"
"02/02/2019","1,2,26,35,42,46","DOUBLE PLAY DRAWING"
"01/30/2019","7,12,13,27,44,47","REGULAR DRAWING"
"01/30/2019","6,17,22,30,33,43","DOUBLE PLAY DRAWING"
"01/26/2019","13,16,24,26,31,35","REGULAR DRAWING"
"01/26/2019","8,17,28,31,39,45","DOUBLE PLAY DRAWING"
"01/23/2019","8,13,19,22,28,31","REGULAR DRAWING"
"01/23/2019","18,21,32,41,43,47","DOUBLE PLAY DRAWING"
"01/19/2019","5,9,15,18,33,37","REGULAR DRAWING"
"01/16/2019","6,25,28,31,38,42","REGULAR DRAWING"
"01/12/2019","9,17,18,28,32,46","REGULAR DRAWING"
"01/09/2019","2,10,11,13,14,21","REGULAR DRAWING"
"01/05/2019","7,8,9,10,12,14","REGULAR DRAWING"
"01/02/2019","3,13,19,24,38,45","REGULAR DRAWING"
"12/29/2018","9,12,18,20,32,42","REGULAR DRAWING"
"12/26/2018","1,2,5,9,38,43","REGULAR DRAWING"
"12/22/2018","3,12,18,26,27,28","REGULAR DRAWING"
"12/19/2018","1,21,26,28,33,41","REGULAR DRAWING"
"12/15/2018","1,2,7,8,11,26","REGULAR DRAWING"
"12/12/2018","3,6,15,20,21,46","REGULAR DRAWING"
"12/08/2018","1,5,8,16,33,44","REGULAR DRAWING"
"12/05/2018","15,16,22,23,26,37","REGULAR DRAWING"
"12/01/2018","10,16,24,27,43,45","REGULAR DRAWING"
"11/28/2018","1,14,16,17,19,33","REGULAR DRAWING"
"11/24/2018","9,11,21,23,40,41","REGULAR DRAWING"
"11/21/2018","6,18,19,25,39,40","REGULAR DRAWING"
"11/17/2018","4,11,15,22,23,33","REGULAR DRAWING"
"11/14/2018","3,18,20,29,30,46","REGULAR DRAWING"
"11/10/2018","5,9,10,13,16,41","REGULAR DRAWING"
"11/07/2018","2,4,9,11,13,40","REGULAR DRAWING"
"11/03/2018","6,14,17,19,36,41","REGULAR DRAWING"
"10/31/2018","6,18,31,32,33,40","REGULAR DRAWING"
"10/27/2018","8,12,25,27,36,40","REGULAR DRAWING"
"10/24/2018","7,19,24,25,45,47","REGULAR DRAWING"
"10/20/2018","1,13,23,30,39,46","REGULAR DRAWING"
"10/17/2018","1,3,4,29,33,39","REGULAR DRAWING"
"10/13/2018","4,7,26,27,34,41","REGULAR DRAWING"
"10/10/2018","5,12,24,31,35,42","REGULAR DRAWING"
"10/06/2018","2,5,15,26,41,42","REGULAR DRAWING"
"10/03/2018","8,10,14,21,23,27","REGULAR DRAWING"
"09/29/2018","2,12,15,30,37,46","REGULAR DRAWING"
"09/26/2018","24,26,37,41,44,46","REGULAR DRAWING"
"09/22/2018","4,10,19,29,34,39","REGULAR DRAWING"
"09/19/2018","4,19,20,25,32,46","REGULAR DRAWING"
"09/15/2018","1,6,9,11,26,38","REGULAR DRAWING"
"09/12/2018","11,14,18,22,32,35","REGULAR DRAWING"
"09/08/2018","2,13,27,38,43,44","REGULAR DRAWING"
"09/05/2018","4,7,8,9,13,16","REGULAR DRAWING"
"09/01/2018","10,13,18,34,35,39","REGULAR DRAWING"
"08/29/2018","11,19,23,27,32,45","REGULAR DRAWING"
"08/25/2018","6,10,19,23,35,37","REGULAR DRAWING"
"08/22/2018","1,2,20,30,33,38","REGULAR DRAWING"
"08/18/2018","2,5,23,31,38,42","REGULAR DRAWING"
"08/15/2018","16,20,29,35,40,44","REGULAR DRAWING"
"08/11/2018","2,10,24,34,37,47","REGULAR DRAWING"
"08/08/2018","4,7,10,27,37,47","REGULAR DRAWING"
"08/04/2018","12,13,14,28,38,46","REGULAR DRAWING"
"08/01/2018","6,22,28,33,35,43","REGULAR DRAWING"
"07/28/2018","1,24,25,34,42,45","REGULAR DRAWING"
"07/25/2018","2,14,17,23,35,43","REGULAR DRAWING"
"07/21/2018","2,18,24,26,29,45","REGULAR DRAWING"
"07/18/2018","7,12,13,14,19,37","REGULAR DRAWING"
"07/14/2018","6,13,30,39,42,43","REGULAR DRAWING"
"07/11/2018","1,8,12,15,18,41","REGULAR DRAWING"
"07/07/2018","9,18,30,34,40,42","REGULAR DRAWING"
"07/04/2018","3,6,16,29,34,46","REGULAR DRAWING"
"06/30/2018","1,9,16,23,37,38","REGULAR DRAWING"
"06/27/2018","5,10,14,25,27,30","REGULAR DRAWING"
"06/23/2018","9,15,25,33,35,36","REGULAR DRAWING"
"06/20/2018","6,27,29,32,39,42","REGULAR DRAWING"
"06/16/2018","2,6,7,27,31,41","REGULAR DRAWING"
"06/13/2018","7,14,17,26,42,46","REGULAR DRAWING"
"06/09/2018","9,11,15,26,30,35","REGULAR DRAWING"
"06/06/2018","9,12,20,29,31,38","REGULAR DRAWING"
"06/02/2018","2,6,20,35,43,45","REGULAR DRAWING"
"05/30/2018","1,4,13,17,33,43","REGULAR DRAWING"
"05/26/2018","2,3,9,18,20,23","REGULAR DRAWING"
"05/23/2018","19,27,30,38,40,43","REGULAR DRAWING"
"05/19/2018","5,14,15,19,21,39","REGULAR DRAWING"
"05/16/2018","4,6,9,10,20,40","REGULAR DRAWING"
"05/12/2018","13,27,30,38,43,45","REGULAR DRAWING"
"05/09/2018","4,8,9,33,36,44","REGULAR DRAWING"
"05/05/2018","3,7,14,15,44,47","REGULAR DRAWING"
"05/02/2018","25,27,29,42,45,46","REGULAR DRAWING"
"04/28/2018","11,13,14,26,40,45","REGULAR DRAWING"
"04/25/2018","9,19,26,28,30,32","REGULAR DRAWING"
"04/21/2018","17,32,35,38,43,47","REGULAR DRAWING"
"04/18/2018","2,7,13,24,27,31","REGULAR DRAWING"
"04/14/2018","2,11,22,25,27,44","REGULAR DRAWING"
"04/11/2018","11,29,31,36,39,45","REGULAR DRAWING"
"04/07/2018","9,23,28,35,41,45","REGULAR DRAWING"
"04/04/2018","9,33,35,41,45,47","REGULAR DRAWING"
"03/31/2018","7,8,13,17,41,45","REGULAR DRAWING"
"03/28/2018","3,15,33,34,37,46","REGULAR DRAWING"
"03/24/2018","1,2,9,21,28,29","REGULAR DRAWING"
"03/21/2018","3,8,12,24,29,40","REGULAR DRAWING"
"03/17/2018","1,14,27,32,39,40","REGULAR DRAWING"
"03/14/2018","3,14,29,34,40,47","REGULAR DRAWING"
"03/10/2018","7,11,23,27,33,42","REGULAR DRAWING"
"03/07/2018","1,5,11,12,16,31","REGULAR DRAWING"
"03/03/2018","8,19,27,30,46,47","REGULAR DRAWING"
"02/28/2018","3,8,11,32,36,39","REGULAR DRAWING"
"02/24/2018","10,15,19,23,42,46","REGULAR DRAWING"
"02/21/2018","1,7,21,30,31,40","REGULAR DRAWING"
"02/17/2018","6,8,10,18,43,44","REGULAR DRAWING"
"02/14/2018","1,11,12,18,30,40","REGULAR DRAWING"
"02/10/2018","9,12,23,34,41,42","REGULAR DRAWING"
"02/07/2018","4,8,10,19,33,44","REGULAR DRAWING"
"02/03/2018","1,6,18,39,43,44","REGULAR DRAWING"
"01/31/2018","3,11,19,22,32,46","REGULAR DRAWING"
"01/27/2018","4,6,14,21,33,38","REGULAR DRAWING"
"01/24/2018","10,17,30,38,40,41","REGULAR DRAWING"
"01/20/2018","5,12,18,22,33,42","REGULAR DRAWING"
"01/17/2018","1,17,32,33,44,46","REGULAR DRAWING"
"01/13/2018","11,21,31,34,35,37","REGULAR DRAWING"
"01/10/2018","2,3,7,9,17,46","REGULAR DRAWING"
"01/06/2018","2,14,25,33,34,36","REGULAR DRAWING"
"01/03/2018","1,13,14,17,25,26","REGULAR DRAWING"
"12/30/2017","14,18,23,26,30,38","REGULAR DRAWING"
"12/27/2017","1,6,13,30,34,47","REGULAR DRAWING"
"12/23/2017","6,22,23,31,35,44","REGULAR DRAWING"
"12/20/2017","5,9,11,20,28,36","REGULAR DRAWING"
"12/16/2017","1,3,10,12,20,35","REGULAR DRAWING"
"12/13/2017","5,15,26,34,37,41","REGULAR DRAWING"
"12/09/2017","1,12,15,29,41,44","REGULAR DRAWING"
"12/06/2017","3,10,18,29,39,41","REGULAR DRAWING"
"12/02/2017","6,8,28,31,43,47","REGULAR DRAWING"
"11/29/2017","11,14,17,37,39,47","REGULAR DRAWING"
"11/25/2017","2,9,13,17,20,47","REGULAR DRAWING"
"11/22/2017","1,10,13,19,20,26","REGULAR DRAWING"
"11/18/2017","6,8,12,26,34,41","REGULAR DRAWING"
"11/15/2017","1,5,21,28,40,43","REGULAR DRAWING"
"11/11/2017","2,16,17,20,26,43","REGULAR DRAWING"
"11/08/2017","1,3,7,16,18,41","REGULAR DRAWING"
"11/04/2017","7,8,23,33,35,42","REGULAR DRAWING"
"11/01/2017","16,20,23,32,37,45","REGULAR DRAWING"
"10/28/2017","10,16,17,28,34,37","REGULAR DRAWING"
"10/25/2017","2,25,28,42,45,47","REGULAR DRAWING"
"10/21/2017","4,8,17,20,26,29","REGULAR DRAWING"
"10/18/2017","2,18,20,23,30,35","REGULAR DRAWING"
"10/14/2017","5,20,26,32,34,36","REGULAR DRAWING"
"10/11/2017","2,9,12,17,38,41","REGULAR DRAWING"
"10/07/2017","1,11,15,28,36,43","REGULAR DRAWING"
"10/04/2017","6,19,24,37,38,46","REGULAR DRAWING"
"09/30/2017","13,17,21,22,23,41","REGULAR DRAWING"
"09/27/2017","4,14,18,21,40,45","REGULAR DRAWING"
"09/23/2017","8,18,35,38,43,44","REGULAR DRAWING"
"09/20/2017","4,19,32,35,39,41","REGULAR DRAWING"
"09/16/2017","14,22,23,32,42,43","REGULAR DRAWING"
"09/13/2017","13,22,26,35,42,47","REGULAR DRAWING"
"09/09/2017","1,5,19,20,31,39","REGULAR DRAWING"
"09/06/2017","5,7,13,23,25,28","REGULAR DRAWING"
"09/02/2017","8,12,17,27,38,45","REGULAR DRAWING"
"08/30/2017","8,24,25,27,28,39","REGULAR DRAWING"
"08/26/2017","18,21,38,39,46,47","REGULAR DRAWING"
"08/23/2017","5,10,14,18,19,35","REGULAR DRAWING"
"08/19/2017","4,6,11,41,44,47","REGULAR DRAWING"
"08/16/2017","1,19,23,35,37,38","REGULAR DRAWING"
"08/12/2017","9,18,19,22,27,37","REGULAR DRAWING"
"08/09/2017","2,10,15,19,33,41","REGULAR DRAWING"
"08/05/2017","17,30,31,33,34,42","REGULAR DRAWING"
"08/02/2017","5,9,10,19,34,45","REGULAR DRAWING"
"07/29/2017","8,13,21,22,28,32","REGULAR DRAWING"
"07/26/2017","8,9,13,15,25,27","REGULAR DRAWING"
"07/22/2017","13,26,32,33,39,42","REGULAR DRAWING"
"07/19/2017","2,12,13,28,31,36","REGULAR DRAWING"
"07/15/2017","14,15,32,36,38,44","REGULAR DRAWING"
"07/12/2017","4,18,19,35,42,46","REGULAR DRAWING"
"07/08/2017","7,22,28,30,31,36","REGULAR DRAWING"
"07/05/2017","22,28,33,35,37,42","REGULAR DRAWING"
"07/01/2017","2,3,23,30,40,41","REGULAR DRAWING"
"06/28/2017","2,8,12,25,37,43","REGULAR DRAWING"
"06/24/2017","9,17,20,27,32,45","REGULAR DRAWING"
"06/21/2017","12,16,28,33,38,40","REGULAR DRAWING"
"06/17/2017","11,16,24,25,39,43","REGULAR DRAWING"
"06/14/2017","20,22,23,33,42,43","REGULAR DRAWING"
"06/10/2017","8,15,19,39,43,47","REGULAR DRAWING"
"06/07/2017","4,11,22,30,34,39","REGULAR DRAWING"
"06/03/2017","4,24,27,29,30,36","REGULAR DRAWING"
"05/31/2017","21,25,32,33,34,45","REGULAR DRAWING"
"05/27/2017","5,7,8,12,18,42","REGULAR DRAWING"
"05/24/2017","8,12,24,26,29,32","REGULAR DRAWING"
"05/20/2017","17,19,22,26,30,36","REGULAR DRAWING"
"05/17/2017","9,13,17,24,30,33","REGULAR DRAWING"
"05/13/2017","9,12,18,22,30,37","REGULAR DRAWING"
"05/10/2017","4,5,7,26,32,42","REGULAR DRAWING"
"05/06/2017","2,9,26,36,38,42","REGULAR DRAWING"
"05/03/2017","1,2,3,29,33,39","REGULAR DRAWING"
"04/29/2017","3,16,18,24,35,38","REGULAR DRAWING"
"04/26/2017","9,19,22,24,26,45","REGULAR DRAWING"
"04/22/2017","12,13,18,24,35,43","REGULAR DRAWING"
"04/19/2017","17,28,29,34,39,40","REGULAR DRAWING"
"04/15/2017","4,14,27,29,32,34","REGULAR DRAWING"
"04/12/2017","14,17,24,35,38,44","REGULAR DRAWING"
"04/08/2017","3,6,8,14,24,34","REGULAR DRAWING"
"04/05/2017","14,17,19,34,35,44","REGULAR DRAWING"
"04/01/2017","1,2,19,22,29,47","REGULAR DRAWING"
"03/29/2017","7,9,12,22,31,36","REGULAR DRAWING"
"03/25/2017","2,5,10,12,16,21","REGULAR DRAWING"
"03/22/2017","1,2,22,32,40,47","REGULAR DRAWING"
"03/18/2017","1,7,20,24,41,44","REGULAR DRAWING"
"03/15/2017","3,8,26,27,44,47","REGULAR DRAWING"
"03/11/2017","1,4,11,33,34,39","REGULAR DRAWING"
"03/08/2017","2,3,4,15,17,43","REGULAR DRAWING"
"03/04/2017","7,27,28,38,45,46","REGULAR DRAWING"
"03/01/2017","1,20,28,33,34,41","REGULAR DRAWING"
"02/25/2017","9,10,12,29,31,33","REGULAR DRAWING"
"02/22/2017","8,16,21,22,37,41","REGULAR DRAWING"
"02/18/2017","12,17,19,29,36,39","REGULAR DRAWING"
"02/15/2017","2,23,25,30,33,43","REGULAR DRAWING"
"02/11/2017","6,16,28,38,44,46","REGULAR DRAWING"
"02/08/2017","18,32,34,39,40,43","REGULAR DRAWING"
"02/04/2017","9,17,18,27,32,42","REGULAR DRAWING"
"02/01/2017","2,5,20,26,34,46","REGULAR DRAWING"
"01/28/2017","7,17,24,30,33,42","REGULAR DRAWING"
"01/25/2017","21,33,37,38,40,41","REGULAR DRAWING"
"01/21/2017","7,16,22,35,38,42","REGULAR DRAWING"
"01/18/2017","1,4,25,29,42,47","REGULAR DRAWING"
"01/14/2017","11,21,32,34,43,45","REGULAR DRAWING"
"01/11/2017","7,21,25,32,39,45","REGULAR DRAWING"
"01/07/2017","2,6,18,19,27,29","REGULAR DRAWING"
"01/04/2017","5,8,18,21,24,32","REGULAR DRAWING"
"12/31/2016","3,12,14,31,36,44","REGULAR DRAWING"
"12/28/2016","8,15,29,31,34,41","REGULAR DRAWING"
"12/24/2016","1,15,18,25,45,46","REGULAR DRAWING"
"12/21/2016","1,10,14,16,24,45","REGULAR DRAWING"
"12/17/2016","3,16,19,23,27,38","REGULAR DRAWING"
"12/14/2016","1,3,9,16,37,42","REGULAR DRAWING"
"12/10/2016","3,5,15,16,17,47","REGULAR DRAWING"
"12/07/2016","2,6,7,36,45,47","REGULAR DRAWING"
"12/03/2016","11,18,20,25,27,30","REGULAR DRAWING"
"11/30/2016","3,4,25,30,36,45","REGULAR DRAWING"
"11/26/2016","2,20,24,28,35,47","REGULAR DRAWING"
"11/23/2016","2,6,9,25,27,45","REGULAR DRAWING"
"11/19/2016","9,11,13,19,38,39","REGULAR DRAWING"
"11/16/2016","1,15,18,21,28,39","REGULAR DRAWING"
"11/12/2016","16,18,23,24,38,40","REGULAR DRAWING"
"11/09/2016","1,10,25,37,43,47","REGULAR DRAWING"
"11/05/2016","10,23,26,30,40,46","REGULAR DRAWING"
"11/02/2016","2,4,5,14,21,38","REGULAR DRAWING"
"10/29/2016","3,19,23,28,32,43","REGULAR DRAWING"
"10/26/2016","3,4,9,14,30,41","REGULAR DRAWING"
"10/22/2016","7,11,12,21,26,37","REGULAR DRAWING"
"10/19/2016","15,16,25,26,28,41","REGULAR DRAWING"
"10/15/2016","6,7,15,17,20,39","REGULAR DRAWING"
"10/12/2016","10,21,27,30,34,40","REGULAR DRAWING"
"10/08/2016","14,16,26,28,31,32","REGULAR DRAWING"
"10/05/2016","5,6,8,33,37,40","REGULAR DRAWING"
"10/01/2016","6,22,28,34,39,42","REGULAR DRAWING"
"09/28/2016","17,31,33,40,42,43","REGULAR DRAWING"
"09/24/2016","11,13,16,21,24,37","REGULAR DRAWING"
"09/21/2016","10,11,20,27,28,29","REGULAR DRAWING"
"09/17/2016","5,14,35,36,41,42","REGULAR DRAWING"
"09/14/2016","3,5,15,32,35,39","REGULAR DRAWING"
"09/10/2016","3,4,28,34,45,46","REGULAR DRAWING"
"09/07/2016","5,23,28,34,39,42","REGULAR DRAWING"
"09/03/2016","4,21,26,40,41,43","REGULAR DRAWING"
"08/31/2016","1,23,25,36,40,44","REGULAR DRAWING"
"08/27/2016","5,6,9,12,17,45","REGULAR DRAWING"
"08/24/2016","8,18,21,24,42,45","REGULAR DRAWING"
"08/20/2016","6,9,11,12,16,44","REGULAR DRAWING"
"08/17/2016","19,23,29,32,36,46","REGULAR DRAWING"
"08/13/2016","8,14,36,38,43,45","REGULAR DRAWING"
"08/10/2016","15,21,24,26,27,34","REGULAR DRAWING"
"08/06/2016","6,10,11,12,13,46","REGULAR DRAWING"
"08/03/2016","2,5,21,24,34,38","REGULAR DRAWING"
"07/30/2016","17,24,27,35,36,37","REGULAR DRAWING"
"07/27/2016","3,11,19,28,40,42","REGULAR DRAWING"
"07/23/2016","11,31,38,41,46,47","REGULAR DRAWING"
"07/20/2016","4,19,22,31,43,46","REGULAR DRAWING"
"07/16/2016","6,8,15,18,26,43","REGULAR DRAWING"
"07/13/2016","3,6,8,15,20,30","REGULAR DRAWING"
"07/09/2016","6,7,21,22,24,37","REGULAR DRAWING"
"07/06/2016","2,7,8,14,36,42","REGULAR DRAWING"
"07/02/2016","16,19,25,28,29,42","REGULAR DRAWING"
"06/29/2016","4,7,9,11,37,46","REGULAR DRAWING"
"06/25/2016","3,17,22,31,37,46","REGULAR DRAWING"
"06/22/2016","24,26,28,33,38,46","REGULAR DRAWING"
"06/18/2016","6,8,25,30,39,46","REGULAR DRAWING"
"06/15/2016","3,8,24,25,29,31","REGULAR DRAWING"
"06/11/2016","20,22,32,41,42,47","REGULAR DRAWING"
"06/08/2016","2,6,26,33,38,43","REGULAR DRAWING"
"06/04/2016","4,9,12,16,31,43","REGULAR DRAWING"
"06/01/2016","32,33,34,37,39,45","REGULAR DRAWING"
"05/28/2016","18,20,33,36,37,43","REGULAR DRAWING"
"05/25/2016","3,5,10,18,23,36","REGULAR DRAWING"
"05/21/2016","9,14,21,26,32,39","REGULAR DRAWING"
"05/18/2016","2,4,9,20,24,34","REGULAR DRAWING"
"05/14/2016","8,10,13,33,36,44","REGULAR DRAWING"
"05/11/2016","3,13,29,30,34,47","REGULAR DRAWING"
"05/07/2016","10,13,18,31,39,41","REGULAR DRAWING"
"05/04/2016","11,14,19,30,36,43","REGULAR DRAWING"
"04/30/2016","10,11,12,19,21,39","REGULAR DRAWING"
"04/27/2016","8,10,16,23,37,38","REGULAR DRAWING"
"04/23/2016","4,24,32,38,39,45","REGULAR DRAWING"
"04/20/2016","15,21,23,26,31,35","REGULAR DRAWING"
"04/16/2016","11,12,34,38,44,47","REGULAR DRAWING"
"04/13/2016","3,4,13,21,25,39","REGULAR DRAWING"
"04/09/2016","9,18,26,27,35,38","REGULAR DRAWING"
"04/06/2016","4,17,19,27,35,37","REGULAR DRAWING"
"04/02/2016","7,9,37,38,45,46","REGULAR DRAWING"
"03/30/2016","3,8,10,12,22,28","REGULAR DRAWING"
"03/26/2016","4,10,18,31,45,47","REGULAR DRAWING"
"03/23/2016","18,28,33,36,40,46","REGULAR DRAWING"
"03/19/2016","4,10,15,23,28,31","REGULAR DRAWING"
"03/16/2016","6,11,22,27,40,44","REGULAR DRAWING"
"03/12/2016","5,17,32,33,37,38","REGULAR DRAWING"
"03/09/2016","3,7,16,19,27,34","REGULAR DRAWING"
"03/05/2016","3,6,17,23,25,44","REGULAR DRAWING"
"03/02/2016","13,18,24,31,39,45","REGULAR DRAWING"
"02/27/2016","11,25,28,32,34,46","REGULAR DRAWING"
"02/24/2016","4,10,20,25,26,33","REGULAR DRAWING"
"02/20/2016","2,5,21,40,41,47","REGULAR DRAWING"
"02/17/2016","5,10,22,30,41,43","REGULAR DRAWING"
"02/13/2016","2,12,32,34,36,42","REGULAR DRAWING"
"02/10/2016","10,20,26,37,41,46","REGULAR DRAWING"
"02/06/2016","7,13,29,33,39,46","REGULAR DRAWING"
"02/03/2016","12,14,19,26,29,43","REGULAR DRAWING"
"01/30/2016","6,10,12,32,44,47","REGULAR DRAWING"
"01/27/2016","6,13,25,41,42,47","REGULAR DRAWING"
"01/23/2016","18,19,34,37,39,44","REGULAR DRAWING"
"01/20/2016","1,12,15,19,39,43","REGULAR DRAWING"
"01/16/2016","3,6,12,15,21,22","REGULAR DRAWING"
"01/13/2016","5,11,12,23,25,34","REGULAR DRAWING"
"01/09/2016","9,33,38,40,43,45","REGULAR DRAWING"
"01/06/2016","9,11,20,26,33,47","REGULAR DRAWING"
"01/02/2016","1,3,12,33,34,47","REGULAR DRAWING"
"12/30/2015","8,12,27,35,39,41","REGULAR DRAWING"
"12/26/2015","1,18,26,33,37,43","REGULAR DRAWING"
"12/23/2015","19,22,23,24,36,41","REGULAR DRAWING"
"12/19/2015","6,18,19,31,45,46","REGULAR DRAWING"
"12/16/2015","1,2,11,27,29,34","REGULAR DRAWING"
"12/12/2015","6,11,28,30,31,40","REGULAR DRAWING"
"12/09/2015","4,21,22,25,30,34","REGULAR DRAWING"
"12/05/2015","8,9,15,23,28,29","REGULAR DRAWING"
"12/02/2015","2,8,12,25,37,39","REGULAR DRAWING"
"11/28/2015","5,7,21,30,31,47","REGULAR DRAWING"
"11/25/2015","1,4,11,13,14,15","REGULAR DRAWING"
"11/21/2015","10,21,24,28,38,46","REGULAR DRAWING"
"11/18/2015","8,15,16,17,28,32","REGULAR DRAWING"
"11/14/2015","8,14,24,39,40,45","REGULAR DRAWING"
"11/11/2015","12,17,24,25,27,38","REGULAR DRAWING"
"11/07/2015","4,14,19,21,29,35","REGULAR DRAWING"
"11/04/2015","2,11,22,25,41,45","REGULAR DRAWING"
"10/31/2015","1,9,14,20,35,36","REGULAR DRAWING"
"10/28/2015","8,12,26,30,39,47","REGULAR DRAWING"
"10/24/2015","2,4,5,10,28,30","REGULAR DRAWING"
"10/21/2015","12,16,18,23,29,30","REGULAR DRAWING"
"10/17/2015","5,15,21,31,36,47","REGULAR DRAWING"
"10/14/2015","10,19,28,41,43,44","REGULAR DRAWING"
"10/10/2015","6,7,9,31,39,44","REGULAR DRAWING"
"10/07/2015","2,19,31,35,38,44","REGULAR DRAWING"
"10/03/2015","7,11,30,36,41,45","REGULAR DRAWING"
"09/30/2015","2,17,22,28,33,41","REGULAR DRAWING"
"09/26/2015","5,6,9,12,18,19","REGULAR DRAWING"
"09/23/2015","16,18,21,34,42,43","REGULAR DRAWING"
"09/19/2015","8,12,24,29,40,46","REGULAR DRAWING"
"09/16/2015","10,17,24,37,40,45","REGULAR DRAWING"
"09/12/2015","12,23,28,31,43,45","REGULAR DRAWING"
"09/09/2015","7,19,24,29,35,37","REGULAR DRAWING"
"09/05/2015","6,14,20,36,38,44","REGULAR DRAWING"
"09/02/2015","3,5,6,32,44,46","REGULAR DRAWING"
"08/29/2015","5,9,20,29,39,46","REGULAR DRAWING"
"08/26/2015","2,7,26,34,41,43","REGULAR DRAWING"
"08/22/2015","17,19,25,31,34,36","REGULAR DRAWING"
"08/19/2015","11,19,25,31,32,37","REGULAR DRAWING"
"08/15/2015","8,9,19,35,38,39","REGULAR DRAWING"
"08/12/2015","13,19,22,28,32,40","REGULAR DRAWING"
"08/08/2015","20,23,26,29,43,46","REGULAR DRAWING"
"08/05/2015","14,20,23,27,36,46","REGULAR DRAWING"
"08/01/2015","14,24,26,29,30,31","REGULAR DRAWING"
"07/29/2015","5,15,16,22,28,43","REGULAR DRAWING"
"07/25/2015","3,7,15,31,37,44","REGULAR DRAWING"
"07/22/2015","1,6,25,32,34,41","REGULAR DRAWING"
"07/18/2015","3,8,9,16,22,40","REGULAR DRAWING"
"07/15/2015","18,20,29,32,41,47","REGULAR DRAWING"
"07/11/2015","8,11,12,22,28,41","REGULAR DRAWING"
"07/08/2015","15,26,37,44,45,46","REGULAR DRAWING"
"07/04/2015","4,11,19,21,37,46","REGULAR DRAWING"
"07/01/2015","5,21,22,35,37,41","REGULAR DRAWING"
"06/27/2015","14,16,34,40,41,46","REGULAR DRAWING"
"06/24/2015","1,12,19,27,35,37","REGULAR DRAWING"
"06/20/2015","26,29,38,42,44,46","REGULAR DRAWING"
"06/17/2015","1,12,25,36,37,40","REGULAR DRAWING"
"06/13/2015","6,14,18,33,41,45","REGULAR DRAWING"
"06/10/2015","5,15,23,35,36,38","REGULAR DRAWING"
"06/06/2015","19,28,34,36,41,43","REGULAR DRAWING"
"06/03/2015","1,6,7,23,36,46","REGULAR DRAWING"
"05/30/2015","3,24,30,38,39,41","REGULAR DRAWING"
"05/27/2015","9,15,28,32,34,41","REGULAR DRAWING"
"05/23/2015","6,13,23,29,30,36","REGULAR DRAWING"
"05/20/2015","7,17,23,28,34,38","REGULAR DRAWING"
"05/16/2015","3,14,20,28,30,33","REGULAR DRAWING"
"05/13/2015","1,12,14,23,26,43","REGULAR DRAWING"
"05/09/2015","2,15,23,34,39,42","REGULAR DRAWING"
"05/06/2015","10,28,34,39,42,47","REGULAR DRAWING"
"05/02/2015","21,25,32,34,36,42","REGULAR DRAWING"
"04/29/2015","11,16,17,18,35,44","REGULAR DRAWING"
"04/25/2015","3,12,16,19,27,36","REGULAR DRAWING"
"04/22/2015","1,5,6,7,22,47","REGULAR DRAWING"
"04/18/2015","4,10,19,22,40,44","REGULAR DRAWING"
"04/15/2015","3,14,17,25,26,38","REGULAR DRAWING"
"04/11/2015","3,10,17,19,41,44","REGULAR DRAWING"
"04/08/2015","1,7,15,19,21,46","REGULAR DRAWING"
"04/04/2015","9,17,27,28,30,38","REGULAR DRAWING"
"04/01/2015","7,9,12,23,24,31","REGULAR DRAWING"
"03/28/2015","1,3,7,21,34,36","REGULAR DRAWING"
"03/25/2015","7,17,21,28,31,32","REGULAR DRAWING"
"03/21/2015","2,16,21,23,38,47","REGULAR DRAWING"
"03/18/2015","3,4,12,20,26,41","REGULAR DRAWING"
"03/14/2015","24,25,27,35,39,47","REGULAR DRAWING"
"03/11/2015","11,14,20,27,34,41","REGULAR DRAWING"
"03/07/2015","9,14,18,21,34,43","REGULAR DRAWING"
"03/04/2015","14,15,22,28,41,44","REGULAR DRAWING"
"02/28/2015","9,13,19,26,33,40","REGULAR DRAWING"
"02/25/2015","2,3,27,31,38,43","REGULAR DRAWING"
"02/21/2015","1,2,4,15,27,40","REGULAR DRAWING"
"02/18/2015","19,24,25,29,34,37","REGULAR DRAWING"
"02/14/2015","17,28,37,41,42,44","REGULAR DRAWING"
"02/11/2015","7,9,10,12,19,40","REGULAR DRAWING"
"02/07/2015","1,15,32,35,38,46","REGULAR DRAWING"
"02/04/2015","9,12,26,33,36,45","REGULAR DRAWING"
"01/31/2015","5,25,32,37,38,43","REGULAR DRAWING"
"01/28/2015","3,7,17,29,30,43","REGULAR DRAWING"
"01/24/2015","2,4,14,17,27,30","REGULAR DRAWING"
"01/21/2015","8,17,23,30,33,36","REGULAR DRAWING"
"01/17/2015","4,6,16,26,33,36","REGULAR DRAWING"
"01/14/2015","9,14,20,24,30,43","REGULAR DRAWING"
"01/10/2015","9,10,13,32,37,45","REGULAR DRAWING"
"01/07/2015","11,13,19,30,33,39","REGULAR DRAWING"
"01/03/2015","2,6,20,37,40,43","REGULAR DRAWING"
