https://www.michiganlottery.com/resources/number-tools?SELECTED_TOOL=PAST_RESULTS&SELECTED_GAME=6
"Draw Date","Winning Numbers","Drawing Type"
"08/26/2006","7,15,18,33,41,42","REGULAR DRAWING"
"08/23/2006","2,24,25,26,32,47","REGULAR DRAWING"
"08/19/2006","3,12,18,33,34,38","REGULAR DRAWING"
"08/16/2006","3,10,18,19,34,44","REGULAR DRAWING"
"08/12/2006","2,7,14,16,30,36","REGULAR DRAWING"
"08/09/2006","1,6,10,13,18,35","REGULAR DRAWING"
"08/05/2006","9,16,24,26,39,45","REGULAR DRAWING"
"08/02/2006","1,15,34,35,41,47","REGULAR DRAWING"
"07/29/2006","1,11,12,18,22,39","REGULAR DRAWING"
"07/26/2006","19,26,27,30,31,32","REGULAR DRAWING"
"07/22/2006","7,15,16,36,38,42","REGULAR DRAWING"
"07/19/2006","13,22,29,33,36,43","REGULAR DRAWING"
"07/15/2006","7,10,33,35,41,43","REGULAR DRAWING"
"07/12/2006","2,9,25,42,45,47","REGULAR DRAWING"
"07/08/2006","4,13,19,32,34,38","REGULAR DRAWING"
"07/05/2006","4,5,15,23,33,47","REGULAR DRAWING"
"07/01/2006","2,4,6,18,29,45","REGULAR DRAWING"
"06/28/2006","8,12,30,42,45,47","REGULAR DRAWING"
"06/24/2006","3,6,8,32,35,42","REGULAR DRAWING"
"06/21/2006","9,27,33,39,42,44","REGULAR DRAWING"
"06/17/2006","12,17,21,24,33,43","REGULAR DRAWING"
"06/14/2006","11,17,23,37,41,43","REGULAR DRAWING"
"06/10/2006","3,7,27,31,40,45","REGULAR DRAWING"
"06/07/2006","26,27,29,32,42,44","REGULAR DRAWING"
"06/03/2006","8,10,17,22,25,29","REGULAR DRAWING"
"05/31/2006","1,9,14,15,24,46","REGULAR DRAWING"
"05/27/2006","11,27,30,38,45,46","REGULAR DRAWING"
"05/24/2006","4,8,14,22,27,40","REGULAR DRAWING"
"05/20/2006","4,18,22,23,33,47","REGULAR DRAWING"
"05/17/2006","16,22,25,27,29,33","REGULAR DRAWING"
"05/13/2006","8,17,31,33,39,40","REGULAR DRAWING"
"05/10/2006","3,9,26,32,39,43","REGULAR DRAWING"
"05/06/2006","4,6,24,28,36,46","REGULAR DRAWING"
"05/03/2006","4,7,12,14,31,36","REGULAR DRAWING"
"04/29/2006","3,5,19,28,41,46","REGULAR DRAWING"
"04/26/2006","15,17,25,29,45,47","REGULAR DRAWING"
"04/22/2006","1,9,22,29,34,43","REGULAR DRAWING"
"04/19/2006","9,16,20,27,40,46","REGULAR DRAWING"
"04/15/2006","12,16,18,25,41,46","REGULAR DRAWING"
"04/12/2006","7,11,13,30,39,41","REGULAR DRAWING"
"04/08/2006","3,4,6,15,25,28","REGULAR DRAWING"
"04/05/2006","17,27,28,40,41,42","REGULAR DRAWING"
"04/01/2006","2,3,21,41,42,44","REGULAR DRAWING"
"03/29/2006","10,11,14,20,37,43","REGULAR DRAWING"
"03/25/2006","1,3,14,16,21,37","REGULAR DRAWING"
"03/22/2006","1,9,20,27,37,42","REGULAR DRAWING"
"03/18/2006","9,17,24,35,36,41","REGULAR DRAWING"
"03/15/2006","2,3,10,16,24,40","REGULAR DRAWING"
"03/11/2006","7,19,36,38,43,46","REGULAR DRAWING"
"03/08/2006","13,16,28,33,38,44","REGULAR DRAWING"
"03/04/2006","8,9,15,17,18,20","REGULAR DRAWING"
"03/01/2006","18,20,32,37,39,46","REGULAR DRAWING"
"02/25/2006","1,3,7,9,23,33","REGULAR DRAWING"
"02/22/2006","5,10,28,29,36,39","REGULAR DRAWING"
"02/18/2006","7,8,31,40,44,45","REGULAR DRAWING"
"02/15/2006","18,28,31,35,41,47","REGULAR DRAWING"
"02/11/2006","2,21,29,31,37,46","REGULAR DRAWING"
"02/08/2006","20,22,23,29,39,43","REGULAR DRAWING"
"02/04/2006","9,14,16,19,31,42","REGULAR DRAWING"
"02/01/2006","7,26,30,33,44,46","REGULAR DRAWING"
"01/28/2006","7,9,19,32,34,46","REGULAR DRAWING"
"01/25/2006","27,31,36,37,44,47","REGULAR DRAWING"
"01/21/2006","11,19,20,33,40,46","REGULAR DRAWING"
"01/18/2006","1,5,24,35,44,45","REGULAR DRAWING"
"01/14/2006","24,32,39,42,44,45","REGULAR DRAWING"
"01/11/2006","12,15,21,23,24,36","REGULAR DRAWING"
"01/07/2006","6,8,11,14,17,35","REGULAR DRAWING"
"01/04/2006","1,17,24,32,41,42","REGULAR DRAWING"
"12/31/2005","9,24,29,30,37,42","REGULAR DRAWING"
"12/28/2005","18,19,20,32,34,45","REGULAR DRAWING"
"12/24/2005","14,19,21,29,41,44","REGULAR DRAWING"
"12/21/2005","9,11,17,25,36,40","REGULAR DRAWING"
"12/17/2005","1,2,17,20,26,46","REGULAR DRAWING"
"12/14/2005","17,30,39,43,44,46","REGULAR DRAWING"
"12/10/2005","1,7,18,23,31,36","REGULAR DRAWING"
"12/07/2005","7,9,18,30,35,41","REGULAR DRAWING"
"12/03/2005","6,14,16,27,28,42","REGULAR DRAWING"
"11/30/2005","2,4,12,28,29,45","REGULAR DRAWING"
"11/26/2005","5,9,10,18,43,44","REGULAR DRAWING"
"11/23/2005","8,14,16,30,34,43","REGULAR DRAWING"
"11/19/2005","1,4,11,18,41,43","REGULAR DRAWING"
"11/16/2005","6,8,14,17,18,40","REGULAR DRAWING"
"11/12/2005","1,8,17,21,35,42","REGULAR DRAWING"
"11/09/2005","8,14,22,31,40,45","REGULAR DRAWING"
"11/05/2005","1,22,24,37,41,43","REGULAR DRAWING"
"11/02/2005","9,15,25,35,36,46","REGULAR DRAWING"
"10/29/2005","7,10,11,35,46,47","REGULAR DRAWING"
"10/26/2005","1,6,12,16,22,33","REGULAR DRAWING"
"10/22/2005","9,10,17,24,29,47","REGULAR DRAWING"
"10/19/2005","5,22,32,37,40,44","REGULAR DRAWING"
"10/15/2005","5,7,11,17,25,41","REGULAR DRAWING"
"10/12/2005","11,13,28,36,44,47","REGULAR DRAWING"
"10/08/2005","2,3,18,29,32,45","REGULAR DRAWING"
"10/05/2005","3,14,24,27,38,41","REGULAR DRAWING"
"10/01/2005","4,11,15,21,37,38","REGULAR DRAWING"
"09/28/2005","3,8,29,39,44,45","REGULAR DRAWING"
"09/24/2005","4,16,25,27,35,46","REGULAR DRAWING"
"09/21/2005","3,6,14,15,18,26","REGULAR DRAWING"
"09/17/2005","1,16,27,28,29,31","REGULAR DRAWING"
"09/14/2005","20,29,35,40,42,47","REGULAR DRAWING"
"09/10/2005","7,22,34,35,44,46","REGULAR DRAWING"
"09/07/2005","22,26,31,33,39,42","REGULAR DRAWING"
"09/03/2005","1,6,19,24,35,44","REGULAR DRAWING"
"08/31/2005","19,20,32,35,37,42","REGULAR DRAWING"
"08/27/2005","3,14,15,16,37,44","REGULAR DRAWING"
"08/24/2005","2,16,19,20,24,36","REGULAR DRAWING"
"08/20/2005","5,25,29,30,35,36","REGULAR DRAWING"
"08/17/2005","10,12,16,31,37,45","REGULAR DRAWING"
"08/13/2005","1,10,11,23,31,35","REGULAR DRAWING"
"08/10/2005","14,16,20,22,23,30","REGULAR DRAWING"
"08/06/2005","10,12,30,31,35,38","REGULAR DRAWING"
"08/03/2005","11,12,13,17,18,33","REGULAR DRAWING"
"07/30/2005","6,7,22,33,35,36","REGULAR DRAWING"
"07/27/2005","18,23,30,36,41,46","REGULAR DRAWING"
"07/23/2005","16,23,26,30,42,44","REGULAR DRAWING"
"07/20/2005","3,9,11,15,22,25","REGULAR DRAWING"
"07/16/2005","4,21,22,25,41,42","REGULAR DRAWING"
"07/13/2005","1,3,4,9,15,33","REGULAR DRAWING"
"07/09/2005","5,24,25,34,38,43","REGULAR DRAWING"
"07/06/2005","9,12,13,33,42,43","REGULAR DRAWING"
"07/02/2005","4,15,16,23,36,40","REGULAR DRAWING"
"06/29/2005","10,11,14,21,35,42","REGULAR DRAWING"
"06/25/2005","8,10,15,23,30,39","REGULAR DRAWING"
"06/22/2005","17,20,23,25,26,34","REGULAR DRAWING"
"06/18/2005","15,25,26,33,34,45","REGULAR DRAWING"
"06/15/2005","12,18,24,28,38,43","REGULAR DRAWING"
"06/11/2005","1,8,30,39,40,43","REGULAR DRAWING"
"06/08/2005","5,10,15,21,40,47","REGULAR DRAWING"
"06/04/2005","1,31,32,38,40,44","REGULAR DRAWING"
"06/01/2005","5,7,11,39,43,45","REGULAR DRAWING"
"05/28/2005","3,5,7,10,15,45","REGULAR DRAWING"
"05/25/2005","8,9,10,20,22,27","REGULAR DRAWING"
"05/21/2005","8,14,24,28,36,37","REGULAR DRAWING"
"05/18/2005","18,22,30,39,44,46","REGULAR DRAWING"
